geocod,geodsg,dim_3,dim_3_t,dim_4,dim_4_t,dim_5,dim_5_t,ind_string,valor,ano_referencia
16,Centro,2,M,1,Menos de 15 anos,55,Doutoramento,0,0,2021
16,Centro,1,H,1,Menos de 15 anos,52,Bacharelato,0,0,2021
16,Centro,T,HM,13,70 - 74 anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,1,H,4,25 - 29 anos,52,Bacharelato,0,0,2021
16,Centro,T,HM,11,60 - 64 anos,4,Ensino pós-secundário,0,0,2021
16,Centro,1,H,11,60 - 64 anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,T,HM,2,15 - 19 anos,54,Mestrado,0,0,2021
16,Centro,2,M,3,20 - 24 anos,52,Bacharelato,0,0,2021
16,Centro,T,HM,13,70 - 74 anos,4,Ensino pós-secundário,0,0,2021
16,Centro,2,M,13,70 - 74 anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,2,M,14,75 ou mais anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,1,H,1,Menos de 15 anos,4,Ensino pós-secundário,0,0,2021
16,Centro,T,HM,12,65 - 69 anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,2,M,14,75 ou mais anos,4,Ensino pós-secundário,0,0,2021
16,Centro,1,H,2,15 - 19 anos,52,Bacharelato,0,0,2021
16,Centro,2,M,2,15 - 19 anos,52,Bacharelato,0,0,2021
16,Centro,1,H,1,Menos de 15 anos,54,Mestrado,0,0,2021
16,Centro,2,M,1,Menos de 15 anos,52,Bacharelato,0,0,2021
16,Centro,1,H,1,Menos de 15 anos,5,Ensino superior,0,0,2021
16,Centro,T,HM,2,15 - 19 anos,53,Licenciatura,0,0,2021
16,Centro,1,H,2,15 - 19 anos,53,Licenciatura,0,0,2021
16,Centro,T,HM,1,Menos de 15 anos,52,Bacharelato,0,0,2021
16,Centro,T,HM,4,25 - 29 anos,52,Bacharelato,0,0,2021
16,Centro,1,H,2,15 - 19 anos,55,Doutoramento,0,0,2021
16,Centro,T,HM,2,15 - 19 anos,55,Doutoramento,0,0,2021
16,Centro,1,H,1,Menos de 15 anos,55,Doutoramento,0,0,2021
16,Centro,1,H,8,45 - 49 anos,51,Curso técnico superior profissional,0,0,2021
16,Centro,T,HM,14,75 ou mais anos,4,Ensino pós-secundário,0,0,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,4,Ensino pós-secundário,1,1,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,51,Curso técnico superior profissional,1,1,2021
17,Área Metropolitana de Lisboa,T,HM,11,60 - 64 anos,4,Ensino pós-secundário,1,1,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,51,Curso técnico superior profissional,1,1,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,55,Doutoramento,23,23,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,55,Doutoramento,25,25,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,55,Doutoramento,48,48,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,4,Ensino pós-secundário,51,51,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,5,Ensino superior,51,51,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,51,Curso técnico superior profissional,51,51,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,51,Curso técnico superior profissional,81,81,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,4,Ensino pós-secundário,89,89,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,5,Ensino superior,107,107,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,51,Curso técnico superior profissional,107,107,2021
17,Área Metropolitana de Lisboa,T,HM,2,15 - 19 anos,4,Ensino pós-secundário,140,140,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,51,Curso técnico superior profissional,145,145,2021
17,Área Metropolitana de Lisboa,T,HM,2,15 - 19 anos,5,Ensino superior,158,158,2021
17,Área Metropolitana de Lisboa,T,HM,2,15 - 19 anos,51,Curso técnico superior profissional,158,158,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,55,Doutoramento,195,195,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,51,Curso técnico superior profissional,196,196,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,55,Doutoramento,219,219,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,51,Curso técnico superior profissional,223,223,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,51,Curso técnico superior profissional,226,226,2021
17,Área Metropolitana de Lisboa,2,M,10,55 - 59 anos,4,Ensino pós-secundário,227,227,2021
17,Área Metropolitana de Lisboa,1,H,10,55 - 59 anos,4,Ensino pós-secundário,290,290,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,51,Curso técnico superior profissional,336,336,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,52,Bacharelato,355,355,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,52,Bacharelato,362,362,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,55,Doutoramento,414,414,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,21,1.º ciclo,433,433,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,51,Curso técnico superior profissional,436,436,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,21,1.º ciclo,448,448,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,55,Doutoramento,489,489,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,21,1.º ciclo,501,501,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,21,1.º ciclo,504,504,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,55,Doutoramento,508,508,2021
17,Área Metropolitana de Lisboa,T,HM,10,55 - 59 anos,4,Ensino pós-secundário,517,517,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,1,Nenhum,522,522,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,51,Curso técnico superior profissional,590,590,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,1,Nenhum,622,622,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,55,Doutoramento,645,645,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,51,Curso técnico superior profissional,656,656,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,21,1.º ciclo,678,678,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,55,Doutoramento,689,689,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,54,Mestrado,697,697,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,52,Bacharelato,717,717,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,55,Doutoramento,744,744,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,51,Curso técnico superior profissional,786,786,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,51,Curso técnico superior profissional,797,797,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,55,Doutoramento,806,806,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,54,Mestrado,870,870,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,21,1.º ciclo,879,879,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,51,Curso técnico superior profissional,879,879,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,55,Doutoramento,921,921,2021
17,Área Metropolitana de Lisboa,T,HM,2,15 - 19 anos,21,1.º ciclo,937,937,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,21,1.º ciclo,949,949,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,55,Doutoramento,961,961,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,1,Nenhum,977,977,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,21,1.º ciclo,977,977,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,51,Curso técnico superior profissional,980,980,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,55,Doutoramento,995,995,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,55,Doutoramento,1 010,1010,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,54,Mestrado,1 046,1046,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,54,Mestrado,1 053,1053,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,1,Nenhum,1 107,1107,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,55,Doutoramento,1 118,1118,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,51,Curso técnico superior profissional,1 133,1133,2021
17,Área Metropolitana de Lisboa,T,HM,2,15 - 19 anos,1,Nenhum,1 144,1144,2021
17,Área Metropolitana de Lisboa,2,M,10,55 - 59 anos,55,Doutoramento,1 191,1191,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,55,Doutoramento,1 210,1210,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,55,Doutoramento,1 225,1225,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,4,Ensino pós-secundário,1 243,1243,2021
17,Área Metropolitana de Lisboa,T,HM,13,70 - 74 anos,55,Doutoramento,1 252,1252,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,55,Doutoramento,1 261,1261,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,55,Doutoramento,1 292,1292,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,55,Doutoramento,1 304,1304,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,21,1.º ciclo,1 323,1323,2021
17,Área Metropolitana de Lisboa,2,M,T,Total,51,Curso técnico superior profissional,1 324,1324,2021
17,Área Metropolitana de Lisboa,1,H,10,55 - 59 anos,55,Doutoramento,1 343,1343,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,21,1.º ciclo,1 373,1373,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,4,Ensino pós-secundário,1 388,1388,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,51,Curso técnico superior profissional,1 416,1416,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,54,Mestrado,1 424,1424,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,55,Doutoramento,1 451,1451,2021
17,Área Metropolitana de Lisboa,T,HM,14,75 ou mais anos,55,Doutoramento,1 484,1484,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,22,2.º ciclo,1 495,1495,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,55,Doutoramento,1 519,1519,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,21,1.º ciclo,1 557,1557,2021
17,Área Metropolitana de Lisboa,T,HM,12,65 - 69 anos,55,Doutoramento,1 610,1610,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,4,Ensino pós-secundário,1 660,1660,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,55,Doutoramento,1 666,1666,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,54,Mestrado,1 683,1683,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,1,Nenhum,1 728,1728,2021
17,Área Metropolitana de Lisboa,T,HM,14,75 ou mais anos,54,Mestrado,1 743,1743,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,1,Nenhum,1 744,1744,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,4,Ensino pós-secundário,1 745,1745,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,52,Bacharelato,1 747,1747,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,21,1.º ciclo,1 831,1831,2021
17,Área Metropolitana de Lisboa,T,HM,13,70 - 74 anos,54,Mestrado,1 923,1923,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,22,2.º ciclo,1 991,1991,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,52,Bacharelato,1 996,1996,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,52,Bacharelato,2 005,2005,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,1,Nenhum,2 016,2016,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,52,Bacharelato,2 017,2017,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,1,Nenhum,2 053,2053,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,4,Ensino pós-secundário,2 053,2053,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,52,Bacharelato,2 054,2054,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,4,Ensino pós-secundário,2 059,2059,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,1,Nenhum,2 077,2077,2021
17,Área Metropolitana de Lisboa,T,HM,11,60 - 64 anos,55,Doutoramento,2 079,2079,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,1,Nenhum,2 084,2084,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,1,Nenhum,2 112,2112,2021
17,Área Metropolitana de Lisboa,1,H,10,55 - 59 anos,52,Bacharelato,2 151,2151,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,1,Nenhum,2 157,2157,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,4,Ensino pós-secundário,2 219,2219,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,4,Ensino pós-secundário,2 269,2269,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,4,Ensino pós-secundário,2 279,2279,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,21,1.º ciclo,2 300,2300,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,55,Doutoramento,2 314,2314,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,1,Nenhum,2 321,2321,2021
17,Área Metropolitana de Lisboa,1,H,10,55 - 59 anos,1,Nenhum,2 360,2360,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,1,Nenhum,2 522,2522,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,52,Bacharelato,2 523,2523,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,54,Mestrado,2 526,2526,2021
17,Área Metropolitana de Lisboa,T,HM,10,55 - 59 anos,55,Doutoramento,2 534,2534,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,52,Bacharelato,2 539,2539,2021
17,Área Metropolitana de Lisboa,T,HM,9,50 - 54 anos,55,Doutoramento,2 553,2553,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,52,Bacharelato,2 565,2565,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,52,Bacharelato,2 574,2574,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,21,1.º ciclo,2 577,2577,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,4,Ensino pós-secundário,2 621,2621,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,22,2.º ciclo,2 626,2626,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,22,2.º ciclo,2 645,2645,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,52,Bacharelato,2 671,2671,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,54,Mestrado,2 680,2680,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,52,Bacharelato,2 723,2723,2021
17,Área Metropolitana de Lisboa,1,H,3,20 - 24 anos,54,Mestrado,2 743,2743,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,55,Doutoramento,2 744,2744,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,52,Bacharelato,2 767,2767,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,1,Nenhum,2 784,2784,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,22,2.º ciclo,2 845,2845,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,55,Doutoramento,2 876,2876,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,21,1.º ciclo,2 902,2902,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,1,Nenhum,2 919,2919,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,1,Nenhum,2 928,2928,2021
17,Área Metropolitana de Lisboa,1,H,4,25 - 29 anos,4,Ensino pós-secundário,2 964,2964,2021
17,Área Metropolitana de Lisboa,2,M,10,55 - 59 anos,52,Bacharelato,2 971,2971,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,4,Ensino pós-secundário,2 988,2988,2021
17,Área Metropolitana de Lisboa,T,HM,9,50 - 54 anos,4,Ensino pós-secundário,3 048,3048,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,1,Nenhum,3 106,3106,2021
17,Área Metropolitana de Lisboa,T,HM,12,65 - 69 anos,54,Mestrado,3 107,3107,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,52,Bacharelato,3 117,3117,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,4,Ensino pós-secundário,3 139,3139,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,21,1.º ciclo,3 204,3204,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,1,Nenhum,3 270,3270,2021
17,Área Metropolitana de Lisboa,1,H,T,Total,51,Curso técnico superior profissional,3 275,3275,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,1,Nenhum,3 284,3284,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,4,Ensino pós-secundário,3 301,3301,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,4,Ensino pós-secundário,3 302,3302,2021
17,Área Metropolitana de Lisboa,1,H,10,55 - 59 anos,54,Mestrado,3 340,3340,2021
17,Área Metropolitana de Lisboa,2,M,6,35 - 39 anos,22,2.º ciclo,3 423,3423,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,1,Nenhum,3 472,3472,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,52,Bacharelato,3 556,3556,2021
17,Área Metropolitana de Lisboa,2,M,10,55 - 59 anos,1,Nenhum,3 569,3569,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,52,Bacharelato,3 749,3749,2021
17,Área Metropolitana de Lisboa,1,H,5,30 - 34 anos,22,2.º ciclo,3 781,3781,2021
17,Área Metropolitana de Lisboa,2,M,10,55 - 59 anos,54,Mestrado,3 826,3826,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,54,Mestrado,3 947,3947,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,52,Bacharelato,4 071,4071,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,22,2.º ciclo,4 121,4121,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,54,Mestrado,4 230,4230,2021
17,Área Metropolitana de Lisboa,T,HM,13,70 - 74 anos,52,Bacharelato,4 286,4286,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,1,Nenhum,4 374,4374,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,1,Nenhum,4 409,4409,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,52,Bacharelato,4 460,4460,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,1,Nenhum,4 538,4538,2021
17,Área Metropolitana de Lisboa,T,HM,T,Total,51,Curso técnico superior profissional,4 599,4599,2021
17,Área Metropolitana de Lisboa,T,HM,11,60 - 64 anos,52,Bacharelato,4 676,4676,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,4,Ensino pós-secundário,4 680,4680,2021
17,Área Metropolitana de Lisboa,T,HM,12,65 - 69 anos,52,Bacharelato,4 763,4763,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,22,2.º ciclo,4 836,4836,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,54,Mestrado,4 846,4846,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,1,Nenhum,4 896,4896,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,21,1.º ciclo,4 986,4986,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,22,2.º ciclo,4 992,4992,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,1,Nenhum,4 996,4996,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,21,1.º ciclo,5 006,5006,2021
17,Área Metropolitana de Lisboa,T,HM,4,25 - 29 anos,4,Ensino pós-secundário,5 017,5017,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,22,2.º ciclo,5 041,5041,2021
17,Área Metropolitana de Lisboa,T,HM,10,55 - 59 anos,52,Bacharelato,5 122,5122,2021
17,Área Metropolitana de Lisboa,T,HM,11,60 - 64 anos,54,Mestrado,5 206,5206,2021
17,Área Metropolitana de Lisboa,T,HM,9,50 - 54 anos,1,Nenhum,5 263,5263,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,22,2.º ciclo,5 293,5293,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,52,Bacharelato,5 297,5297,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,4,Ensino pós-secundário,5 418,5418,2021
17,Área Metropolitana de Lisboa,T,HM,7,40 - 44 anos,21,1.º ciclo,5 479,5479,2021
17,Área Metropolitana de Lisboa,2,M,2,15 - 19 anos,22,2.º ciclo,5 484,5484,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,4,Ensino pós-secundário,5 521,5521,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,4,Ensino pós-secundário,5 570,5570,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,1,Nenhum,5 586,5586,2021
17,Área Metropolitana de Lisboa,1,H,8,45 - 49 anos,54,Mestrado,5 615,5615,2021
17,Área Metropolitana de Lisboa,1,H,1,Menos de 15 anos,23,3.º ciclo,5 633,5633,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,22,2.º ciclo,5 692,5692,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,1,Nenhum,5 803,5803,2021
17,Área Metropolitana de Lisboa,2,M,1,Menos de 15 anos,23,3.º ciclo,5 830,5830,2021
17,Área Metropolitana de Lisboa,T,HM,10,55 - 59 anos,1,Nenhum,5 929,5929,2021
17,Área Metropolitana de Lisboa,T,HM,9,50 - 54 anos,52,Bacharelato,6 079,6079,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,22,2.º ciclo,6 397,6397,2021
17,Área Metropolitana de Lisboa,T,HM,5,30 - 34 anos,22,2.º ciclo,6 426,6426,2021
17,Área Metropolitana de Lisboa,T,HM,3,20 - 24 anos,54,Mestrado,6 690,6690,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,54,Mestrado,6 720,6720,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,52,Bacharelato,6 866,6866,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,22,2.º ciclo,6 889,6889,2021
17,Área Metropolitana de Lisboa,T,HM,14,75 ou mais anos,52,Bacharelato,7 025,7025,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,54,Mestrado,7 062,7062,2021
17,Área Metropolitana de Lisboa,T,HM,10,55 - 59 anos,54,Mestrado,7 166,7166,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,53,Licenciatura,7 189,7189,2021
17,Área Metropolitana de Lisboa,T,HM,11,60 - 64 anos,1,Nenhum,7 337,7337,2021
17,Área Metropolitana de Lisboa,1,H,7,40 - 44 anos,22,2.º ciclo,7 355,7355,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,53,Licenciatura,7 396,7396,2021
17,Área Metropolitana de Lisboa,1,H,13,70 - 74 anos,3,Ensino secundário,7 559,7559,2021
17,Área Metropolitana de Lisboa,1,H,2,15 - 19 anos,22,2.º ciclo,7 576,7576,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,22,2.º ciclo,7 846,7846,2021
17,Área Metropolitana de Lisboa,1,H,9,50 - 54 anos,21,1.º ciclo,7 861,7861,2021
17,Área Metropolitana de Lisboa,2,M,8,45 - 49 anos,22,2.º ciclo,8 024,8024,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,23,3.º ciclo,8 314,8314,2021
17,Área Metropolitana de Lisboa,2,M,13,70 - 74 anos,3,Ensino secundário,8 417,8417,2021
17,Área Metropolitana de Lisboa,T,HM,6,35 - 39 anos,22,2.º ciclo,8 464,8464,2021
17,Área Metropolitana de Lisboa,2,M,9,50 - 54 anos,21,1.º ciclo,8 637,8637,2021
17,Área Metropolitana de Lisboa,1,H,12,65 - 69 anos,53,Licenciatura,8 726,8726,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,53,Licenciatura,8 756,8756,2021
17,Área Metropolitana de Lisboa,2,M,4,25 - 29 anos,23,3.º ciclo,8 788,8788,2021
17,Área Metropolitana de Lisboa,T,HM,12,65 - 69 anos,1,Nenhum,8 870,8870,2021
17,Área Metropolitana de Lisboa,T,HM,13,70 - 74 anos,1,Nenhum,9 073,9073,2021
17,Área Metropolitana de Lisboa,T,HM,9,50 - 54 anos,54,Mestrado,9 076,9076,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,22,2.º ciclo,9 121,9121,2021
17,Área Metropolitana de Lisboa,2,M,7,40 - 44 anos,54,Mestrado,9 167,9167,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,1,Nenhum,9 177,9177,2021
17,Área Metropolitana de Lisboa,1,H,6,35 - 39 anos,54,Mestrado,9 423,9423,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,22,2.º ciclo,9 508,9508,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,53,Licenciatura,9 632,9632,2021
17,Área Metropolitana de Lisboa,1,H,14,75 ou mais anos,3,Ensino secundário,9 730,9730,2021
17,Área Metropolitana de Lisboa,2,M,11,60 - 64 anos,22,2.º ciclo,9 755,9755,2021
17,Área Metropolitana de Lisboa,1,H,11,60 - 64 anos,53,Licenciatura,9 842,9842,2021
17,Área Metropolitana de Lisboa,T,HM,8,45 - 49 anos,21,1.º ciclo,9 992,9992,2021
17,Área Metropolitana de Lisboa,2,M,3,20 - 24 anos,2,Ensino básico,10 257,10257,2021
17,Área Metropolitana de Lisboa,2,M,12,65 - 69 anos,53,Licenciatura,10 444,10444,2021
17,Área Metropolitana de Lisboa,2,M,14,75 ou mais anos,3,Ensino secundário,10 510,10510,2021
17,Área Metropolitana de Lisboa,2,M,5,30 - 34 anos,23,3.º ciclo,10 558,10558,2021
